First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
texmf-dist|fonts|tfm/public/txfonts|rtxb.tfm|2.269
texmf-dist|fonts|tfm/public/txfonts|rtxptmb.tfm|2.266
texmf-dist|fonts|tfm/jknappen/ec|ecrm0700.tfm|2.258
texmf-dist|fonts|tfm/public/cm|cmssbx10.tfm|2.255
texmf-dist|fonts|tfm/public/wasy|wasy8.tfm|2.251
texmf-dist|fonts|tfm/public/wasy|wasy5.tfm|2.247
texmf-dist|fonts|tfm/public/txfonts|rtxi.tfm|2.239
texmf-dist|tex|generic/pgf/math|pgfmathtrig.code.tex|2.231
texmf-dist|tex|generic/pgf/math|pgfmathoperations.code.tex|2.231
texmf-dist|tex|generic/pgf/math|pgfmathbase.code.tex|2.231
texmf-dist|tex|generic/pgf/math|pgfmathrnd.code.tex|2.231
texmf-dist|fonts|vf/public/txfonts|txb.vf|2.215
texmf-dist|tex|latex/base|textcomp.sty|2.198
texmf-dist|fonts|tfm/public/cm|cmsl8.tfm|2.196
texmf-dist|tex|latex/tools|indentfirst.sty|2.171
texmf-dist|fonts|vf/public/txfonts|txi.vf|2.160
texmf-dist|fonts|tfm/public/wasy|wasy7.tfm|2.158
texmf-dist|fonts|tfm/public/cm|cmss17.tfm|2.130
texmf-dist|fonts|tfm/public/cm|cmr5.tfm|2.126
texmf-dist|fonts|tfm/jknappen/ec|ecbx1200.tfm|2.090
texmf-dist|fonts|tfm/public/txfonts|txbsy.tfm|2.080
texmf-dist|fonts|tfm/public/txfonts|txbex.tfm|2.056
texmf-dist|fonts|tfm/public/txfonts|txbmi.tfm|2.054
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmex8.pfb|2.046
texmf-dist|tex|generic/xkeyval|xkvutils.tex|2.012
texmf-dist|fonts|tfm/jknappen/ec|ecrm1095.tfm|2.011
texmf-dist|fonts|type1/public/amsfonts/cm|cmbsy10.pfb|1.997
texmf-dist|tex|latex/revtex4|12pt.rtx|1.988
texmf-dist|fonts|type1/public/amsfonts/cm|cmbx7.pfb|1.928
texmf-dist|fonts|type1/public/amsfonts/cm|cmss8.pfb|1.918
texmf-dist|tex|generic/pgf/libraries|pgflibraryarrows.code.tex|1.917
texmf-dist|tex|latex/graphics|lscape.sty|1.914
texmf-dist|tex|latex/psnfss|ot1pcr.fd|1.901
texmf-dist|fonts|tfm/adobe/courier|pcrr7t.tfm|1.891
texmf-dist|tex|latex/psnfss|omsptm.fd|1.882
texmf-dist|tex|latex/tools|longtable.sty|1.879
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryarrows.code.tex|1.872
texmf-dist|fonts|tfm/jknappen/ec|ectt1000.tfm|1.863
texmf-dist|fonts|tfm/jknappen/ec|ecrm0900.tfm|1.859
texmf-dist|fonts|type1/public/txfonts|txex.pfb|1.849
texmf-dist|fonts|tfm/public/txfonts|txbi.tfm|1.837
texmf-dist|fonts|tfm/public/amsfonts/euler|eusm10.tfm|1.836
texmf-dist|fonts|tfm/public/amsfonts/euler|eusm7.tfm|1.800
texmf-dist|fonts|tfm/adobe/times|ptmr8r.tfm|1.796
texmf-dist|tex|latex/a4wide|a4wide.sty|1.791
texmf-dist|fonts|tfm/adobe/times|ptmb8r.tfm|1.788
texmf-dist|tex|latex/amsfonts|ueus.fd|1.783
texmf-dist|tex|latex/txfonts|omstxr.fd|1.773
texmf-dist|tex|latex/comment|comment.sty|1.764
texmf-dist|fonts|tfm/jknappen/ec|ecti0800.tfm|1.762
texmf-dist|fonts|tfm/adobe/times|ptmri8r.tfm|1.759
texmf-dist|fonts|type1/public/amsfonts/symbols|msbm7.pfb|1.747
texmf-dist|tex|latex/enumitem|enumitem.sty|1.742
texmf-dist|fonts|tfm/jknappen/ec|ecrm1728.tfm|1.730
texmf-dist|tex|latex/carlisle|scalefnt.sty|1.717
texmf-dist|tex|latex/amsfonts|euscript.sty|1.709
texmf-dist|tex|latex/tools|tabularx.sty|1.677
texmf-dist|tex|latex/elsevier|elsart.cls|1.674
texmf-dist|tex|latex/aastex|aastex.cls|1.614
texmf-dist|fonts|tfm/public/txfonts|txbsyc.tfm|1.600
texmf-dist|fonts|tfm/public/txfonts|txbmia.tfm|1.599
texmf-dist|fonts|tfm/public/txfonts|txbexa.tfm|1.599
texmf-dist|fonts|tfm/public/txfonts|txsya.tfm|1.598
texmf-dist|tex|latex/txfonts|utxsya.fd|1.596
texmf-dist|tex|latex/txfonts|utxsyb.fd|1.592
texmf-dist|fonts|tfm/public/txfonts|txsyb.tfm|1.592
texmf-dist|fonts|tfm/public/txfonts|txss.tfm|1.577
texmf-dist|tex|latex/txfonts|ot1txss.fd|1.575
texmf-dist|tex|generic/pgf/modules|pgfmoduledecorations.code.tex|1.542
texmf-dist|tex|generic/pgf/systemlayer|pgfsys-common-pdf.def|1.542
texmf-dist|tex|generic/pgf/systemlayer|pgfsys-pdftex.def|1.535
texmf-dist|fonts|tfm/adobe/times|ptmrc7t.tfm|1.534
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarydecorations.code.tex|1.520
texmf-dist|tex|latex/mathtools|mhsetup.sty|1.507
texmf-dist|tex|latex/mathtools|mathtools.sty|1.507
texmf-dist|fonts|tfm/public/amsfonts/euler|eusm5.tfm|1.503
texmf-dist|tex|latex/etex-pkg|etex.sty|1.493
texmf-dist|tex|latex/amsmath|amsxtra.sty|1.470
texmf-dist|fonts|type1/public/txfonts|rtxi.pfb|1.469
texmf-dist|tex|latex/graphics|rotating.sty|1.467
texmf-dist|tex|latex/wrapfig|wrapfig.sty|1.448
texmf-dist|fonts|vf/adobe/times|ptmb7t.vf|1.447
texmf-dist|fonts|vf/adobe/times|ptmr7t.vf|1.422
texmf-dist|tex|latex/colortbl|colortbl.sty|1.410
texmf-dist|tex|latex/relsize|relsize.sty|1.406
texmf-dist|tex|latex/eepic|epic.sty|1.403
texmf-dist|fonts|vf/adobe/times|ptmri7t.vf|1.391
texmf-dist|fonts|type1/public/amsfonts/cm|cmtt9.pfb|1.391
texmf-dist|fonts|tfm/jknappen/ec|ecbx1095.tfm|1.368
texmf-dist|fonts|tfm/public/wasy|wasyb10.tfm|1.342
texmf-dist|tex|latex/carlisle|slashed.sty|1.342
texmf-dist|fonts|tfm/jknappen/ec|ecrm0500.tfm|1.330
texmf-dist|fonts|type1/public/amsfonts/euler|eufm10.pfb|1.311
texmf-dist|tex|latex/textcase|textcase.sty|1.298
texmf-dist|fonts|type1/public/amsfonts/cm|cmbxti10.pfb|1.281
texmf-dist|fonts|tfm/public/txfonts|txsc.tfm|1.277
texmf-dist|fonts|tfm/jknappen/ec|ecti1200.tfm|1.276
texmf-dist|tex|latex/revtex|revsymb4-1.sty|1.249
texmf-dist|tex|latex/revtex|revtex4-1.cls|1.246
texmf-dist|fonts|tfm/jknappen/ec|ecbx1440.tfm|1.234
texmf-dist|tex|latex/base|leqno.clo|1.225
texmf-dist|tex|latex/srcltx|srcltx.sty|1.220
texmf-dist|tex|latex/revtex|aps4-1.rtx|1.217
texmf-dist|tex|latex/marvosym|marvosym.sty|1.215
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarypositioning.code.tex|1.212
texmf-dist|fonts|type1/public/amsfonts/cm|cmss10.pfb|1.208
texmf-dist|tex|latex/tools|theorem.sty|1.204
texmf-dist|tex|latex/tools|thp.sty|1.201
texmf-dist|tex|latex/base|makeidx.sty|1.196
texmf-dist|tex|latex/base|tracefnt.sty|1.196
texmf-dist|fonts|tfm/public/cm|cmsl9.tfm|1.194
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmex7.pfb|1.189
texmf-dist|tex|latex/bbm-macros|ubbm.fd|1.183
texmf-dist|tex|latex/doublestroke|Udsrom.fd|1.178
texmf-dist|fonts|tfm/public/doublestroke|dsrom8.tfm|1.177
texmf-dist|fonts|type1/public/amsfonts/cm|cmtt12.pfb|1.175
texmf-dist|tex|latex/algorithm2e|algorithm2e.sty|1.163
texmf-dist|tex|latex/base|latex209.def|1.160
texmf-dist|tex|latex/elsarticle|elsarticle.cls|1.156
texmf-dist|tex|latex/appendix|appendix.sty|1.155
texmf-dist|fonts|tfm/public/cm|cmssi8.tfm|1.143
texmf-dist|fonts|tfm/public/cm|cmmi5.tfm|1.134
texmf-dist|fonts|tfm/public/cm|cmsy5.tfm|1.133
texmf-dist|fonts|tfm/jknappen/ec|ectt0800.tfm|1.117
texmf-dist|tex|generic/pst-node|pst-node.tex|1.106
texmf-dist|fonts|tfm/jknappen/ec|ecti0600.tfm|1.103
texmf-dist|tex|latex/paralist|paralist.sty|1.098
texmf-dist|fonts|tfm/public/stmaryrd|stmary9.tfm|1.094
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarydecorations.pathmorphing.code.tex|1.084
texmf-dist|fonts|tfm/adobe/times|ptmr8t.tfm|1.073
texmf-dist|fonts|tfm/public/bbm|bbm10.tfm|1.061
texmf-dist|tex|generic/babel-french|frenchb.ldf|1.061
texmf-dist|fonts|tfm/jknappen/ec|ecti1095.tfm|1.054
texmf-dist|fonts|tfm/public/bbm|bbm6.tfm|1.052
texmf-dist|fonts|tfm/public/doublestroke|dsrom10.tfm|1.050
texmf-dist|tex|generic/xypic|xyv2.tex|1.043
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.geometric.code.tex|1.023
texmf-dist|tex|latex/base|latin9.def|1.019
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarydecorations.pathreplacing.code.tex|1.018
texmf-dist|tex|latex/caption|subcaption.sty|1.014
texmf-dist|tex|latex/psnfss|t1ptm.fd|1.012
texmf-dist|fonts|tfm/adobe/times|ptmb8t.tfm|1.007
texmf-dist|fonts|tfm/adobe/times|ptmri8t.tfm|1.000
texmf-dist|tex|latex/lastpage|lastpage.sty|0.999
texmf-dist|fonts|tfm/public/bbm|bbm8.tfm|0.995
texmf-dist|fonts|type1/urw/helvetic|uhvr8a.pfb|0.993
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.multipart.code.tex|0.993
texmf-dist|fonts|type1/public/amsfonts/cm|cmsl10.pfb|0.976
texmf-dist|tex|latex/soul|soul.sty|0.971
texmf-dist|fonts|enc/dvips/cm-super|cm-super-t1.enc|0.969
texmf-dist|tex|latex/pst-node|pst-node.sty|0.962
texmf-dist|tex|generic/multido|multido.tex|0.959
texmf-dist|tex|latex/listings|lstmisc.sty|0.958
texmf-dist|tex|latex/listings|listings.sty|0.955
texmf-dist|tex|latex/listings|listings.cfg|0.955
texmf-dist|fonts|tfm/public/bbm|bbm5.tfm|0.952
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.misc.code.tex|0.937
texmf-dist|tex|latex/units|nicefrac.sty|0.933
texmf-dist|fonts|tfm/jknappen/ec|eccc1000.tfm|0.929
texmf-dist|fonts|type1/public/rsfs|rsfs10.pfb|0.918
texmf-dist|fonts|tfm/jknappen/ec|ecbx0900.tfm|0.912
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarycalc.code.tex|0.909
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmex9.pfb|0.902
texmf-dist|tex|generic/pst-plot|pst-plot.tex|0.894
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.symbols.code.tex|0.893
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmmib8.pfb|0.889
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.arrows.code.tex|0.887
texmf-dist|tex|latex/etoolbox|etoolbox.sty|0.878
texmf-dist|tex|latex/microtype|microtype.cfg|0.875
texmf-dist|tex|latex/microtype|microtype.sty|0.874
texmf-dist|tex|generic/xypic|xypic.sty|0.872
texmf-dist|fonts|tfm/jknappen/ec|ecbx1728.tfm|0.871
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.callouts.code.tex|0.868
texmf-dist|fonts|type1/public/cm-super|sfrm1000.pfb|0.867
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.code.tex|0.864
texmf-dist|fonts|type1/urw/zapfding|uzdr.pfb|0.853
texmf-dist|tex|latex/algorithmicx|algorithmicx.sty|0.849
texmf-dist|fonts|type1/urw/courier|ucrr8a.pfb|0.846
texmf-dist|tex|latex/algorithmicx|algpseudocode.sty|0.822
texmf-dist|fonts|tfm/public/txfonts|txtt.tfm|0.821
texmf-dist|tex|latex/revtex|aps10pt4-1.rtx|0.818
texmf-dist|tex|latex/cancel|cancel.sty|0.817
texmf-dist|tex|latex/esint|esint.sty|0.811
texmf-dist|fonts|tfm/jknappen/ec|ecti0900.tfm|0.811
texmf-dist|fonts|tfm/adobe/courier|pcrr8r.tfm|0.810
texmf-dist|tex|generic/xkeyval|keyval.tex|0.808
texmf-dist|tex|latex/pst-plot|pst-plot.sty|0.807
texmf-dist|fonts|tfm/public/esint|esint10.tfm|0.803
texmf-dist|fonts|tfm/public/bbm|bbm7.tfm|0.803
texmf-dist|tex|latex/esint|uesint.fd|0.803
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarymatrix.code.tex|0.802
texmf-dist|tex|latex/microtype|mt-msa.cfg|0.800
texmf-dist|tex|latex/microtype|mt-msb.cfg|0.800
texmf-dist|tex|latex/eepic|eepic.sty|0.787
texmf-dist|tex|latex/mh|mhsetup.sty|0.781
texmf-dist|tex|latex/mh|mathtools.sty|0.781
texmf-dist|fonts|tfm/jknappen/ec|ecti0700.tfm|0.751
texmf-dist|fonts|type1/public/cm-super|sfrm0800.pfb|0.749
texmf-dist|tex|generic/pgf/libraries/decorations|pgflibrarydecorations.pathmorphing.code.tex|0.747
texmf-dist|tex|latex/txfonts|ot1txtt.fd|0.747
texmf-dist|tex|generic/epsf|epsf.tex|0.747
texmf-dist|tex|generic/xypic|xypdf.tex|0.742
texmf-dist|fonts|tfm/public/amsfonts/euler|eurm10.tfm|0.740
texmf-dist|fonts|tfm/adobe/times|ptmbi7t.tfm|0.739
texmf-dist|fonts|tfm/public/txfonts|rtxphvr.tfm|0.728
texmf-dist|fonts|tfm/public/txfonts|rtxss.tfm|0.728
texmf-dist|tex|latex/fancybox|fancybox.sty|0.727
texmf-dist|tex|latex/cases|cases.sty|0.723
texmf-dist|fonts|tfm/public/amsfonts/euler|eurm7.tfm|0.723
texmf-dist|tex|latex/cjk/texinput|CJK.sty|0.723
texmf-dist|tex|latex/cjk/texinput|CJK.enc|0.721
texmf-dist|tex|latex/cjk/texinput/mule|MULEenc.sty|0.721
texmf-dist|fonts|type1/urw/times|utmbi8a.pfb|0.721
texmf-dist|tex|latex/microtype|mt-cmr.cfg|0.720
texmf-dist|fonts|type1/public/txfonts|txsyc.pfb|0.717
texmf-dist|fonts|vf/public/txfonts|txss.vf|0.713
texmf-dist|fonts|tfm/jknappen/ec|ecbx0800.tfm|0.712
texmf-dist|tex|generic/xypic|xypdf-cu.tex|0.708
texmf-dist|fonts|tfm/public/amsfonts/euler|eurm5.tfm|0.702
texmf-dist|tex|latex/lm|lmodern.sty|0.701
texmf-dist|tex|generic/pgf/libraries/decorations|pgflibrarydecorations.pathreplacing.code.tex|0.693
texmf-dist|tex|generic/pgf/libraries/shapes|pgflibraryshapes.multipart.code.tex|0.693
texmf-dist|fonts|tfm/public/bbold|bbold6.tfm|0.683
texmf-dist|tex|generic/pgf/libraries/shapes|pgflibraryshapes.geometric.code.tex|0.678
texmf-dist|fonts|tfm/public/bbold|bbold10.tfm|0.674
texmf-dist|tex|generic/xypic|xypdf-fr.tex|0.670
texmf-dist|tex|latex/lm|omslmsy.fd|0.663
texmf-dist|tex|latex/lm|ot1lmr.fd|0.663
texmf-dist|fonts|tfm/public/lm|lmsy10.tfm|0.662
texmf-dist|tex|latex/lm|omllmm.fd|0.660
texmf-dist|fonts|tfm/public/lm|rm-lmr10.tfm|0.660
texmf-dist|fonts|tfm/public/lm|lmsy6.tfm|0.659
texmf-dist|fonts|tfm/public/lm|lmmi6.tfm|0.659
texmf-dist|fonts|tfm/public/lm|rm-lmr6.tfm|0.659
texmf-dist|fonts|tfm/public/lm|lmmi10.tfm|0.658
texmf-dist|fonts|tfm/public/bbold|bbold8.tfm|0.649
texmf-dist|tex|latex/lm|omxlmex.fd|0.648
texmf-dist|fonts|tfm/public/lm|lmex10.tfm|0.648
texmf-dist|tex|latex/pdfsync|pdfsync.sty|0.647
texmf-dist|fonts|tfm/public/cm|cmitt10.tfm|0.643
texmf-dist|fonts|tfm/public/lm|lmsy8.tfm|0.641
texmf-dist|fonts|tfm/public/lm|rm-lmr5.tfm|0.641
texmf-dist|fonts|type1/public/amsfonts/latxfont|lasy10.pfb|0.640
texmf-dist|fonts|tfm/public/lm|lmsy5.tfm|0.640
texmf-dist|fonts|tfm/public/lm|lmmi5.tfm|0.639
texmf-dist|fonts|type1/urw/symbol|usyr.pfb|0.634
texmf-dist|tex|latex/todonotes|todonotes.sty|0.633
texmf-dist|fonts|tfm/public/lm|lmmi8.tfm|0.633
texmf-dist|fonts|tfm/public/lm|rm-lmr8.tfm|0.633
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmmib7.pfb|0.626
texmf-dist|tex|generic/pgf/libraries/shapes|pgflibraryshapes.misc.code.tex|0.621
texmf-dist|fonts|tfm/jknappen/ec|ecti0500.tfm|0.613
texmf-dist|tex|latex/footmisc|footmisc.sty|0.607
texmf-dist|tex|generic/xypic|xypdf-li.tex|0.602
texmf-dist|tex|generic/xypic|xypdf-ro.tex|0.599
texmf-dist|tex|generic/xypic|xypdf-co.tex|0.598
texmf-dist|tex|generic/pgf/libraries/shapes|pgflibraryshapes.symbols.code.tex|0.595
texmf-dist|fonts|tfm/public/bbold|bbold7.tfm|0.594
texmf-dist|fonts|type1/public/cm-super|sfti1000.pfb|0.591
texmf-dist|fonts|tfm/public/lm|rm-lmr7.tfm|0.587
texmf-dist|fonts|tfm/public/lm|lmsy7.tfm|0.586
texmf-dist|fonts|tfm/public/lm|lmmi7.tfm|0.584
texmf-dist|tex|generic/pgf/libraries/shapes|pgflibraryshapes.arrows.code.tex|0.583
texmf-dist|tex|latex/placeins|placeins.sty|0.580
texmf-dist|tex|latex/amsrefs|rkeyval.sty|0.579
texmf-dist|fonts|tfm/public/txfonts|rtxptmbi.tfm|0.579
texmf-dist|fonts|tfm/public/wasy|wasy9.tfm|0.577
texmf-dist|fonts|vf/adobe/courier|pcrr7t.vf|0.577
texmf-dist|tex|generic/pgf/libraries/shapes|pgflibraryshapes.callouts.code.tex|0.569
texmf-dist|tex|latex/amsrefs|amsrefs.sty|0.568
texmf-dist|tex|latex/amsrefs|pcatcode.sty|0.567
texmf-dist|tex|latex/amsrefs|ifoption.sty|0.567
texmf-dist|tex|latex/psnfss|ot1phv.fd|0.565
texmf-dist|tex|generic/pst-3d|pst-3d.tex|0.562
texmf-dist|tex|latex/tools|hhline.sty|0.560
texmf-dist|fonts|type1/public/cm-super|sfbx1000.pfb|0.560
texmf-dist|fonts|type1/public/amsfonts/cm|cmbx6.pfb|0.557
texmf-dist|fonts|vf/adobe/times|zptmcm7t.vf|0.557
texmf-dist|tex|latex/amsrefs|textcmds.sty|0.553
texmf-dist|fonts|vf/adobe/times|zptmcm7m.vf|0.553
texmf-dist|fonts|tfm/adobe/times|psyro.tfm|0.553
texmf-dist|fonts|vf/adobe/times|zptmcm7y.vf|0.553
texmf-dist|tex|latex/threeparttable|threeparttable.sty|0.550
texmf-dist|tex|latex/amsrefs|mathscinet.sty|0.550
texmf-dist|tex|latex/psnfss|t1pcr.fd|0.550
texmf-dist|fonts|tfm/adobe/courier|pcrr8t.tfm|0.548
texmf-dist|tex|latex/titlesec|titlesec.sty|0.545
texmf-dist|tex|latex/was|upgreek.sty|0.545
texmf-dist|tex|generic/dvips|colordvi.sty|0.543
texmf-dist|tex|latex/preprint|authblk.sty|0.537
texmf-dist|tex|latex/multido|multido.sty|0.535
texmf-dist|tex|latex/hyperref|backref.sty|0.526
texmf-dist|tex|latex/base|ansinew.def|0.524
texmf-dist|tex|generic/babel|frenchb.ldf|0.523
texmf-dist|tex|generic/babel|frenchb.cfg|0.520
texmf-dist|tex|generic/pgf/libraries|pgflibraryplotmarks.code.tex|0.508
texmf-dist|fonts|tfm/adobe/helvetic|phvr7t.tfm|0.507
texmf-dist|fonts|tfm/public/txfonts|rtxbmi.tfm|0.505
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryplotmarks.code.tex|0.504
texmf-dist|tex|latex/ucs|ucs.sty|0.503
texmf-dist|fonts|tfm/public/txfonts|rtxsc.tfm|0.503
texmf-dist|tex|latex/ucs|ucsencs.def|0.503
texmf-dist|tex|latex/ucs/data|uni-global.def|0.503
texmf-dist|doc|generic/FAQ-en|faq-intro.tex|0.500
texmf-dist|fonts|vf/public/txfonts|txbmi.vf|0.500
texmf-dist|fonts|tfm/adobe/times|ptmro7t.tfm|0.497
texmf-dist|fonts|tfm/jknappen/ec|ectt0900.tfm|0.492
texmf-dist|tex|latex/lm|t1lmr.fd|0.490
texmf-dist|tex|latex/base|fixltx2e.sty|0.488
texmf-dist|fonts|type1/public/amsfonts/cm|cmssbx10.pfb|0.488
texmf-dist|tex|latex/ucs|utf8x.def|0.488
texmf-dist|fonts|tfm/public/bbm|bbm12.tfm|0.486
texmf-dist|fonts|tfm/public/lm|ec-lmr10.tfm|0.482
texmf-dist|fonts|type1/public/cm-super|sfbx1200.pfb|0.482
texmf-dist|fonts|type1/public/cm-super|sfrm1200.pfb|0.482
texmf-dist|fonts|vf/public/txfonts|txsc.vf|0.481
texmf-dist|fonts|type1/public/txfonts|rtxsc.pfb|0.480
texmf-dist|fonts|tfm/jknappen/ec|ecrm2074.tfm|0.477
texmf-dist|fonts|type1/public/amsfonts/cm|cmss12.pfb|0.477
texmf-dist|tex|latex/psnfss|ot1ppl.fd|0.476
texmf-dist|fonts|tfm/adobe/palatino|pplr7t.tfm|0.476
texmf-dist|fonts|tfm/public/doublestroke|dsrom12.tfm|0.476
texmf-dist|fonts|type1/public/txfonts|rtxb.pfb|0.470
texmf-dist|fonts|vf/adobe/times|zptmcm7v.vf|0.469
texmf-dist|tex|latex/microtype|microtype-pdftex.def|0.467
texmf-dist|tex|latex/bbding|bbding.sty|0.465
texmf-dist|tex|generic/pst-math|pst-math.tex|0.462
texmf-dist|tex|latex/l3kernel|expl3.sty|0.457
texmf-dist|tex|latex/l3kernel|expl3-code.tex|0.457
texmf-dist|tex|latex/units|units.sty|0.455
texmf-dist|fonts|tfm/public/lm|ec-lmr8.tfm|0.455
texmf-dist|tex|latex/base|t1cmss.fd|0.452
texmf-dist|tex|latex/base|newlfont.sty|0.452
texmf-dist|fonts|type1/public/cm-super|sfrm0700.pfb|0.450
texmf-dist|fonts|tfm/jknappen/ec|eccc1200.tfm|0.450
texmf-dist|fonts|tfm/jknappen/ec|tcrm1000.tfm|0.448
texmf-var|web2c|luatex|lualatex.fmt|0.447
texmf-dist|tex|generic/pstricks-add|pstricks-add.tex|0.444
texmf-dist|tex|generic/pgfplots|pgfplotsstackedplots.code.tex|0.443
texmf-dist|tex|generic/pgfplots|pgfplots.revision.tex|0.443
texmf-dist|tex|generic/pgfplots|pgfplotscoordprocessing.code.tex|0.443
texmf-dist|tex|generic/pgfplots|pgfplotscore.code.tex|0.443
texmf-dist|tex|generic/pgfplots/liststructure|pgfplotsarray.code.tex|0.443
texmf-dist|tex|generic/pgfplots|pgfplotsticks.code.tex|0.443
texmf-dist|tex|generic/pgfplots/libs|pgflibrarypgfplots.surfshading.code.tex|0.443
texmf-dist|tex|generic/pgfplots/liststructure|pgfplotsdeque.code.tex|0.443
texmf-dist|tex|generic/pgfplots/util|pgfplotscolormap.code.tex|0.443
texmf-dist|tex|generic/pgfplots/liststructure|pgfplotsliststructureext.code.tex|0.443
texmf-dist|tex|generic/pgfplots/util|pgfplotsutil.code.tex|0.443
texmf-dist|tex|latex/pgfplots|pgfplots.sty|0.443
texmf-dist|tex|generic/pgfplots/liststructure|pgfplotsliststructure.code.tex|0.443
texmf-dist|tex|generic/pgfplots|pgfplots.code.tex|0.443
texmf-dist|tex|generic/pgfplots/util|pgfplotsbinary.code.tex|0.443
texmf-dist|tex|latex/bbold|Ubbold.fd|0.443
texmf-dist|tex|generic/pgfplots/numtable|pgfplotstableshared.code.tex|0.443
texmf-dist|tex|generic/pgfplots/oldpgfcompatib|pgfplotsoldpgfsupp_loader.code.tex|0.443
texmf-dist|tex|latex/breakurl|breakurl.sty|0.443
texmf-dist|tex|generic/pgfplots/libs|pgfplotslibrary.code.tex|0.443
texmf-dist|fonts|tfm/public/lm|ec-lmri10.tfm|0.437
texmf-dist|fonts|tfm/public/cm|cmmi7.tfm|0.435
texmf-dist|scripts|oberdiek|oberdiek.luatex.lua|0.433
texmf-dist|fonts|tfm/jknappen/ec|eccc0800.tfm|0.432
texmf-dist|tex|latex/amsfonts|eufrak.sty|0.421
texmf-dist|fonts|tfm/public/lm|rm-lmr12.tfm|0.421
texmf-dist|fonts|type1/public/cm-super|sfrm0900.pfb|0.420
texmf-dist|fonts|tfm/public/lm|ec-lmbx10.tfm|0.418
texmf-dist|tex|latex/pst-3d|pst-3d.sty|0.417
texmf-dist|tex|generic/oberdiek|luatex-loader.sty|0.414
texmf-dist|tex|latex/psnfss|helvet.sty|0.413
texmf-dist|tex|latex/hyperref|puenc.def|0.412
texmf-dist|fonts|tfm/public/bbold|bbold5.tfm|0.412
texmf-dist|fonts|tfm/public/cm|cmssi10.tfm|0.412
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarybackgrounds.code.tex|0.409
texmf-dist|tex|latex/tools|afterpage.sty|0.406
texmf-dist|tex|latex/pst-tree|pst-tree.sty|0.406
texmf-dist|tex|generic/pst-grad|pst-grad.tex|0.406
texmf-dist|tex|generic/pst-tree|pst-tree.tex|0.406
texmf-dist|fonts|type1/public/amsfonts/cm|cmsl12.pfb|0.406
texmf-dist|tex|latex/pstricks-add|pstricks-add.sty|0.405
texmf-dist|tex|latex/pst-grad|pst-grad.sty|0.401
texmf-dist|tex|generic/pgf/libraries|pgflibrarypatterns.code.tex|0.399
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarypatterns.code.tex|0.399
texmf-dist|fonts|vf/adobe/times|ptmrc7t.vf|0.398
texmf-dist|fonts|tfm/public/cm|cmsy7.tfm|0.397
texmf-dist|tex|latex/psnfss|courier.sty|0.395
texmf-dist|tex|latex/l3kernel|l3unicode-data.def|0.393
texmf-dist|tex|latex/ae|t1aer.fd|0.393
texmf-dist|tex|latex/revtex|aps12pt4-1.rtx|0.391
texmf-dist|tex|latex/sttools|flushend.sty|0.390
texmf-dist|tex|latex/caption|caption2.sty|0.384
texmf-dist|tex|latex/base|exscale.sty|0.382
texmf-dist|fonts|tfm/adobe/palatino|pplb7t.tfm|0.382
texmf-dist|fonts|tfm/public/bbold|bbold12.tfm|0.380
texmf-dist|fonts|tfm/public/cm|cmr7.tfm|0.380
texmf-dist|tex|generic/pgf/libraries|pgflibraryshapes.geometric.code.tex|0.380
texmf-dist|tex|latex/ae|ae.sty|0.379
texmf-dist|fonts|tfm/public/lm|rm-lmbx10.tfm|0.379
texmf-dist|fonts|tfm/public/lm|ec-lmr12.tfm|0.379
texmf-dist|fonts|tfm/public/lm|lmmi12.tfm|0.378
texmf-dist|tex|latex/base|alltt.sty|0.378
texmf-dist|tex|latex/base|ot1enc.def|0.376
texmf-dist|fonts|type1/public/amsfonts/symbols|msam7.pfb|0.376
