Manuscript date|First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
2015|texmf-dist|fonts|tfm/public/kpfonts|jkposmn8t.tfm|0.001
2013|texmf-dist|tex|latex/easy|easymat.sty|0.001
2016|texmf-dist|doc|metapost/base/source-tutorial|inclusion.tex|0.001
2015|texmf-dist|tex|latex/mdwtools|cmtt.sty|0.001
2011|texmf-dist|fonts|type1/mathdesign/mdput|md-utri7m.pfb|0.001
2012|texmf-dist|fonts|enc/dvips/mnsymbol|MnSymbolF.enc|0.001
2015|texmf-dist|tex|context/base|mtx-context-combine.tex|0.001
2012|texmf-dist|tex|latex/schemabloc|schemabloc.sty|0.001
2016|texmf-dist|fonts|vf/public/mathdesign/mdput|mdputrma.vf|0.001
2012|texmf-dist|fonts|tfm/mathdesign/mdput|mdputbi8t.tfm|0.001
2016|texmf-dist|doc|latex/cals/test/span|test_60_content.tex|0.001
2012|texmf-dist|fonts|tfm/public/pl|plsy6.tfm|0.001
2010|texmf-dist|fonts|tfm/mathdesign/mdbch|mdbchr8t.tfm|0.001
2012|texmf-dist|tex|latex/cmll|ucmllr.fd|0.001
2010|texmf-dist|tex|latex/xyling|xyling.sty|0.001
2014|texmf-dist|tex|latex/computational-complexity|thcc.sty|0.001
2016|texmf-dist|tex|latex/subfiles|subfiles.sty|0.001
2014|texmf-dist|tex|latex/pst-lens|pst-lens.sty|0.001
2014|texmf-dist|fonts|tfm/public/cmbright|cmbr10.tfm|0.001
2011|texmf-dist|tex|latex/minitoc|farsi2.mld|0.001
2016|texmf-dist|fonts|type1/arphic/gbsnu|gbsnu71.pfb|0.001
2013|texmf-dist|tex|latex/cmbright|cmbright.sty|0.001
2015|texmf-dist|tex|latex/minitoc|hangul4.mlo|0.001
2013|texmf-dist|fonts|vf/public/ae|aesl12.vf|0.001
2013|texmf-dist|fonts|tfm/public/concmath-fonts|xccbm8.tfm|0.001
2012|texmf-dist|tex|latex/rcsinfo|rcsinfo.cfg|0.001
2013|texmf-dist|fonts|tfm/public/cmextra|cmbxti12.tfm|0.001
2015|texmf-dist|fonts|type1/public/txfonts|rtxss.pfb|0.001
2011|texmf-dist|doc|fonts/junicode|Junicode.tex|0.001
2014|texmf-dist|fonts|tfm/public/amsfonts/cyrillic|wncyr9.tfm|0.001
2012|texmf-dist|fonts|vf/public/eulervm|zeurm5.vf|0.001
2012|texmf-dist|tex|latex/fouriernc|fouriernc.sty|0.001
2015|texmf-dist|tex|latex/beamer|beamerbasemodes.sty|0.001
2015|texmf-dist|fonts|tfm/adobe/helvetic|phvrc8t.tfm|0.001
2011|texmf-dist|tex|latex/microtype|mt-ppl.cfg|0.001
2015|texmf-dist|doc|latex/paper|local.tex|0.001
2012|texmf-dist|fonts|tfm/adobe/courier|pcrrc7t.tfm|0.001
2015|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries/graphs|tikzlibrarygraphs.code.tex|0.001
2016|texmf-dist|tex|latex/datetime|dt-russian.def|0.001
2014|texmf-dist|tex|latex/minitoc|chinese2.mld|0.001
2014|texmf-dist|fonts|type1/public/xypic|xyeuat10.pfb|0.001
2010|texmf-dist|doc|latex/biblatex/examples|02-annotations.tex|0.001
2011|texmf-dist|tex|latex/minitoc|mexican.mld|0.001
2017|texmf-dist|tex|latex/tkz-euclide|tkz-tools-transformations.tex|0.001
2015|texmf-dist|fonts|tfm/public/ae|aessi10.tfm|0.001
2011|texmf-dist|tex|plain/pgf/utilities|pgffor.tex|0.001
2011|texmf-dist|tex|latex/economic|aertt.sty|0.001
2012|texmf-dist|tex|latex/iso10303|bpfats7.tex|0.001
2015|texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmr8t.tfm|0.001
2016|texmf-dist|tex|latex/fmtcount|fc-frenchb.def|0.001
2014|texmf-dist|tex|latex/pdfmarginpar|pdfmarginpar.sty|0.001
2011|texmf-dist|tex|latex/minitoc|UKenglish.mld|0.001
2015|texmf-dist|doc|latex/ledmac|ledeasy.tex|0.001
2016|texmf-dist|fonts|type1/public/pl|pltt8.pfb|0.001
2015|texmf-dist|fonts|pk/ljfour/public/cm/dpi600|cmmi7.pk|0.001
2010|texmf-dist|tex|latex/pgf/basiclayer|pgfbasepatterns.sty|0.001
2016|texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputb8t.tfm|0.001
2012|texmf-dist|fonts|tfm/adobe/zapfchan|pzcmi.tfm|0.001
2016|texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputrma.tfm|0.001
2016|texmf-dist|fonts|tfm/public/ecc|eorm6.tfm|0.001
2011|texmf-dist|tex|latex/minitoc|japanese3.mld|0.001
2014|texmf-dist|fonts|tfm/public/bbm|bbmtt10.tfm|0.001
2014|texmf-dist|fonts|tfm/jknappen/ec|ecsx0600.tfm|0.001
2016|texmf-dist|source|platex/base|plnews05.tex|0.001
2015|texmf-dist|tex|latex/inconsolata|ot1zi4.fd|0.001
2014|texmf-dist|fonts|type1/mathdesign/mdbch|md-chri8t.pfb|0.001
2011|texmf-dist|tex|latex/minitoc|hanja-u8.mlo|0.001
2013|texmf-dist|tex|latex/cjk/texinput|CJKfntef.sty|0.001
2010|texmf-dist|fonts|tfm/public/bbm|bbmtt8.tfm|0.001
2014|texmf-dist|tex|latex/minitoc|hanja2.mlo|0.001
2015|texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmri7m.tfm|0.001
2014|texmf-dist|fonts|type1/public/cm-super|sfss1095.pfb|0.001
2013|texmf-dist|tex|latex/fancyref|fancyref.sty|0.001
2013|texmf-dist|fonts|type1/vntex/vnr|vnbx12.pfb|0.001
2015|texmf-dist|fonts|tfm/public/lm|t5-lmr12.tfm|0.001
2014|texmf-dist|tex|latex/minitoc|armenian.mld|0.001
2012|texmf-dist|tex|latex/microtype|mt-bch.cfg|0.001
2010|texmf-dist|tex|latex/blindtext|blindtext.sty|0.001
2014|texmf-dist|fonts|tfm/public/tex-gyre|ec-qtmri.tfm|0.001
2012|texmf-dist|tex|latex/fp|fp-eqn.sty|0.001
2016|texmf-dist|tex|latex/silence|silence.sty|0.001
2017|texmf-dist|tex|latex/pgfopts|pgfopts.sty|0.001
2015|texmf-dist|fonts|tfm/jknappen/ec|ecsi0600.tfm|0.001
2015|texmf-dist|source|latex/hyperref/test|testbib.bbl|0.001
2015|texmf-dist|tex|latex/minitoc|english2.mld|0.001
2011|texmf-dist|fonts|tfm/public/cmbright|cmbrsy9.tfm|0.001
2014|texmf-dist|fonts|tfm/public/mathdesign/mdbch|mdbchrmb.tfm|0.001
2017|texmf-dist|fonts|tfm/public/amsfonts/cyrillic|wncyr7.tfm|0.001
2013|texmf-dist|tex|latex/ncctools|nccmath.sty|0.001
2016|texmf-dist|fonts|vf/public/ae|aer5.vf|0.001
2015|texmf-dist|doc|fonts/lh/fonttest|wn-comp.tex|0.001
2016|texmf-dist|fonts|tfm/public/lm|ec-lmtti10.tfm|0.001
2012|texmf-dist|fonts|tfm/public/bbm|bbmbx10.tfm|0.001
2016|texmf-dist|fonts|tfm/public/lm|t5-lmr6.tfm|0.001
2016|texmf-dist|fonts|type1/public/txfonts|rtxbi.pfb|0.001
2014|texmf-dist|fonts|vf/mathdesign/mdput|mdputri7m.vf|0.001
2013|texmf-dist|tex|latex/cyrillic|ctt.def|0.001
2017|texmf-dist|doc|fonts/arev|prosper-header.tex|0.001
2011|texmf-dist|dvips|pstricks|pst-algparser.pro|0.001
2013|texmf-dist|tex|latex/beamer/art|beamericonarticle.eps|0.001
2014|texmf-dist|fonts|type1/mathdesign/mdput|md-utr8t.pfb|0.001
2011|texmf-dist|fonts|type1/public/xypic|xycmat12.pfb|0.001
2014|texmf-dist|fonts|tfm/adobe/helvetic|phvro8rn.tfm|0.001
2012|texmf-dist|tex|latex/minitoc|hangul2.mlo|0.001
2010|texmf-dist|fonts|tfm/adobe/helvetic|phvro8c.tfm|0.001
2012|texmf-dist|fonts|tfm/public/pl|plsy9.tfm|0.001
2012|texmf-dist|tex|latex/changes|changes.sty|0.001
2011|texmf-dist|tex|generic/ibygrk|ibycus4.tex|0.001
2012|texmf-dist|doc|context/sources/general/columnsets/columnsets|columnsets-006.tex|0.001
2015|texmf-dist|tex|latex/minitoc|malayalam-keli.mld|0.001
2017|texmf-dist|fonts|type1/urw/palatino|uplri8a.pfb|0.001
2017|texmf-dist|fonts|tfm/public/wasy|wasyb10.tfm|0.001
2017|texmf-dist|fonts|tfm/adobe/times|ptmbi7t.tfm|0.001
2011|texmf-dist|tex|latex/ytableau|ytableau.sty|0.001
2015|texmf-dist|tex|latex/minitoc|dutch.mld|0.001
2016|texmf-dist|tex|latex/beamer|beamerbasemisc.sty|0.001
2013|texmf-dist|fonts|tfm/mathdesign/mdput|md-utrma.tfm|0.001
2016|texmf-dist|fonts|tfm/public/lm|rm-lmcsco10.tfm|0.001
2016|texmf-dist|tex|latex/keystroke|keystroke.sty|0.001
2012|texmf-dist|fonts|tfm/public/bbm|bbmss10.tfm|0.001
2012|texmf-dist|tex|latex/minitoc|russian2m.mld|0.001
2013|texmf-dist|fonts|tfm/adobe/utopia|putbi7t.tfm|0.001
2014|texmf-dist|tex|latex/classicthesis|classicthesis-ldpkg.sty|0.001
2010|texmf-dist|fonts|type1/public/txfonts|rtxbsc.pfb|0.001
2015|texmf-dist|fonts|type1/public/cm-super|sfbi1095.pfb|0.001
2017|texmf-dist|tex|generic/babel-german|ngermanb.ldf|0.001
2012|texmf-dist|tex|latex/unitsdef|freqabbr.cfg|0.001
2016|texmf-dist|fonts|type1/public/stix|STIXGeneral-Regular.pfb|0.001
2015|texmf-dist|doc|generic/pst-spirograph/animation|anim4.tex|0.001
2010|texmf-dist|tex|generic/vaucanson-g|vaucanson-g.sty|0.001
2012|texmf-dist|tex|latex/titlefoot|titlefoot.sty|0.001
2013|texmf-dist|fonts|tfm/public/esvect|vect9.tfm|0.001
2014|texmf-dist|doc|fonts/malayalam/article|mmmacs.tex|0.001
2013|texmf-dist|fonts|tfm/public/pxfonts|rpxpplbi.tfm|0.001
2017|texmf-dist|tex|generic/unicode-data|UnicodeData.txt|0.001
2012|texmf-dist|tex|latex/tkz-linknodes|tkz-linknodes.sty|0.001
2016|texmf-dist|fonts|type1/public/stix|stix-mathsf.pfb|0.001
2017|texmf-dist|tex|latex/jknapltx|young.sty|0.001
2014|texmf-dist|tex|latex/fundus|cyr.sty|0.001
2015|texmf-dist|tex|latex/minitoc|ukrainian.mld|0.001
2014|texmf-dist|fonts|type1/public/cm-super|sfsl0700.pfb|0.001
2014|texmf-dist|fonts|tfm/jknappen/ec|ecxc1728.tfm|0.001
2011|texmf-dist|fonts|tfm/public/cm|cmff10.tfm|0.001
2010|texmf-dist|tex|generic/pgf/libraries|pgflibraryshapes.gates.logic.IEC.code.tex|0.001
2015|texmf-dist|fonts|tfm/public/stix|stix-mathrm-bold.tfm|0.001
2014|texmf-dist|fonts|type1/public/cm-super|sfsx1000.pfb|0.001
2017|texmf-dist|tex|latex/lm|ts1lmr.fd|0.001
2012|texmf-dist|tex|latex/polski|omsplsy.fd|0.001
2015|texmf-dist|fonts|vf/public/libertine|LinLibertineT-tlf-ts1.vf|0.001
2013|texmf-dist|fonts|type1/public/cs|csr6.pfb|0.001
2016|texmf-dist|tex|latex/ncctools|watermark.sty|0.001
2011|texmf-dist|tex|latex/minitoc|khalkha.mld|0.001
2014|texmf-dist|doc|latex/alterqcm/doc|transparent-final.tex|0.001
2011|texmf-dist|tex|latex/fp|fp-basic.sty|0.001
2010|texmf-dist|tex|latex/kluwer|kluopen.sty|0.001
2014|texmf-dist|fonts|tfm/public/cmll|cmllbx7.tfm|0.001
2013|texmf-dist|tex|latex/base|cp1252.def|0.001
2015|texmf-dist|fonts|tfm/public/mathdesign/mdput|md-utri7m.tfm|0.001
2014|texmf-dist|fonts|tfm/jknappen/ec|ecss1440.tfm|0.001
2014|texmf-dist|tex|latex/minitoc|USenglish.mld|0.001
2011|texmf-dist|tex|latex/minitoc|russian-lhcyrwin.mlo|0.001
2014|texmf-dist|tex|latex/minitoc|khalkha.mld|0.001
2011|texmf-dist|fonts|tfm/public/cmbright|tbmr10.tfm|0.001
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmssq8.pfb|0.001
2011|texmf-dist|tex|latex/easy|easyvector.sty|0.001
2012|texmf-dist|fonts|tfm/public/pl|plmi9.tfm|0.001
2016|texmf-dist|tex|latex/base|oldlfont.sty|0.001
2011|texmf-dist|tex|latex/optional|optional.sty|0.001
2012|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarydecorations.fractals.code.tex|0.001
2014|texmf-dist|tex|latex/minitoc|lowersorbian.mld|0.001
2013|texmf-dist|tex|latex/tikz-qtree|pgfsubpic.sty|0.001
2011|texmf-dist|tex|latex/layouts|layouts.sty|0.001
2017|texmf-dist|tex|latex/hobby|pml3array.sty|0.001
2010|texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputri8t.tfm|0.001
2010|texmf-dist|doc|latex/ot-tableau|ot-tableau.tex|0.001
2017|texmf-dist|tex|latex/ifplatform|ifplatform.sty|0.001
2015|texmf-dist|fonts|tfm/adobe/bookman|pbkli8t.tfm|0.001
2014|texmf-dist|tex|latex/fixme/layouts/target|fxtargetlayoutcolor.sty|0.001
2017|texmf-dist|tex|generic/unicode-data|SpecialCasing.txt|0.001
2013|texmf-dist|tex|latex/t2|misccorr.sty|0.001
2015|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolA-Bold9.tfm|0.001
2017|texmf-dist|fonts|type1/public/cm-super|sfss1000.pfb|0.001
2013|texmf-dist|tex|latex/cjk/texinput|standard.enc|0.001
2011|texmf-dist|doc|latex/memoir|memsty.sty|0.001
2015|texmf-dist|fonts|tfm/public/xypic|xyeubt11.tfm|0.001
2010|texmf-dist|doc|latex/disser/templates/candidate|concl.tex|0.001
2016|texmf-dist|tex|latex/tkz-fct|tkz-fct.sty|0.001
2016|texmf-dist|fonts|type1/public/cm-super|sfsx0900.pfb|0.001
2014|texmf-dist|tex|latex/juraabbrev|juraabbrev.sty|0.001
2016|texmf-dist|doc|latex/tikz-bayesnet|tikzlibrarybayesnet.code.tex|0.001
2015|texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmr7y.tfm|0.001
2016|texmf-dist|tex|xetex/zhspacing/generic|zhspacing.sty|0.001
2016|texmf-dist|fonts|tfm/public/fourier|fourier-alt-boldita.tfm|0.001
2016|texmf-dist|tex|latex/circuitikz|circuitikz.sty|0.001
2015|texmf-dist|fonts|tfm/public/cmtiup|cmtiup12.tfm|0.001
2011|texmf-dist|tex|latex/psnfss|avant.sty|0.001
2017|texmf-dist|fonts|vf/adobe/palatino|pplr9d.vf|0.001
2014|texmf-dist|tex|latex/draftwatermark|draftwatermark.sty|0.001
2016|texmf-dist|fonts|tfm/public/cm|cmsltt10.tfm|0.001
2015|texmf-dist|tex|latex/mcaption|mcaption.sty|0.001
2014|texmf-dist|source|latex/hyperref/test|testbib.tex|0.001
2013|texmf-dist|tex|latex/kotex-oblivoir/memhangul-ucs|memucs-enumerate.sty|0.001
2016|texmf-dist|fonts|tfm/public/cbfonts|gsmn0800.tfm|0.001
2013|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryplothandlers.code.tex|0.001
2010|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarydecorations.text.code.tex|0.001
2010|texmf-dist|fonts|tfm/adobe/avantgar|pagd8t.tfm|0.001
2015|texmf-dist|fonts|type1/public/mathdesign/mdbch|md-chrma.pfb|0.001
2010|texmf-dist|fonts|tfm/mathdesign/mdbch|mdbchbma.tfm|0.001
2014|texmf-dist|tex|latex/menukeys|menukeys.sty|0.001
2013|texmf-dist|tex|latex/changes|changes.sty|0.001
2013|texmf-dist|tex|latex/circuitikz|pgfcircbipoles.sty|0.001
2012|texmf-dist|tex|latex/frcursive|ot1frc.fd|0.001
2011|texmf-dist|fonts|tfm/jknappen/ec|tcrm2488.tfm|0.001
2016|texmf-dist|tex|latex/mfnfss|uyfrak.fd|0.001
2016|texmf-dist|fonts|type1/public/hfbright|hfbrbs10.pfb|0.001
2013|texmf-dist|tex|generic/misc|null.tex|0.001
2017|texmf-dist|tex|latex/youngtab|youngtab.sty|0.001
2014|texmf-dist|tex|latex/minitoc|ethiopian.mld|0.001
2011|texmf-dist|tex|latex/ltxmisc|bibcheck.sty|0.001
2016|texmf-dist|fonts|tfm/public/cbfonts|gsmn0900.tfm|0.001
2010|texmf-dist|fonts|tfm/arphic/gbsnlp|gbsnlp11.tfm|0.001
2015|texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmr7v.tfm|0.001
2014|texmf-dist|fonts|tfm/public/newtx|nxlmi.tfm|0.001
2016|texmf-dist|tex|latex/beamer|beamerbaseverbatim.sty|0.001
2011|texmf-dist|tex|latex/minitoc|italian.mld|0.001
2015|texmf-dist|tex|latex/dot2texi|dot2texi.sty|0.001
2014|texmf-dist|tex|latex/biblatex-chicago|chicago-authordate.cbx|0.001
2012|texmf-dist|doc|amstex/base|joyerr2.tex|0.001
2016|texmf-dist|tex|latex/oberdiek|bmpsize-dvips.def|0.001
2014|texmf-dist|doc|latex/eskdx/test|drawing-a4.tex|0.001
2014|texmf-dist|tex|latex/minitoc|nynorsk2.mld|0.001
2012|texmf-dist|tex|latex/minitoc|basque.mld|0.001
2015|texmf-dist|fonts|tfm/arphic/gbsnu|gbsnu8d.tfm|0.001
2016|texmf-dist|tex|latex/draftwatermark|draftwatermark.sty|0.001
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmtcsc10.pfb|0.001
2014|texmf-dist|doc|metapost/base/source-manual|mpboxes.tex|0.001
2012|texmf|texmf|tex/generic/pdftex|glyphtounicode.tex|0.001
2010|texmf-dist|tex|luatex/luatexbase|luatexbase-compat.sty|0.001
2012|texmf-dist|tex|latex/minitoc|arab2.mld|0.001
2011|texmf-dist|tex|latex/minitoc|russian-cca1.mld|0.001
2012|texmf-dist|tex|latex/cmap|cmap.sty|0.001
2011|texmf-dist|fonts|type1/mathdesign/mdput|md-utr7v.pfb|0.001
2016|texmf-dist|tex|latex/attachfile|attachfile.sty|0.001
2012|texmf-dist|fonts|tfm/jknappen/ec|tcsx1000.tfm|0.001
2016|texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputrmb.tfm|0.001
2014|texmf-dist|tex|latex/minitoc|naustrian.mld|0.001
2016|texmf-dist|fonts|type1/public/cbfonts|grmn0700.pfb|0.001
2016|texmf-dist|fonts|tfm/public/pxfonts|pxsc.tfm|0.001
2013|texmf-dist|fonts|tfm/public/cm|cmssdc10.tfm|0.001
2016|texmf-dist|fonts|tfm/public/tipa|tipasl8.tfm|0.001
2012|texmf-dist|tex|latex/revtex4|docs.sty|0.001
2014|texmf-dist|fonts|type1/public/cm-super|sfsl0800.pfb|0.001
2014|texmf-dist|tex|latex/minitoc|mongolb.mld|0.001
2013|texmf-dist|tex|latex/beamer|beamerbaseframecomponents.sty|0.001
2016|texmf-dist|tex|latex/ebproof|ebproof.sty|0.001
2012|texmf-dist|tex|latex/minitoc|malayalam-rachana2.mld|0.001
2014|texmf-dist|fonts|tfm/public/concrete|ccr6.tfm|0.001
2012|texmf-dist|tex|latex/ncctools|extdash.sty|0.001
2012|texmf-dist|doc|context/manuals/reference/en|co-preface.tex|0.001
2014|texmf-dist|doc|latex/seminar|tvz-user.sty|0.001
2012|texmf-dist|fonts|tfm/jknappen/ec|ecbi1728.tfm|0.001
2015|texmf-dist|doc|latex/tcolorbox|tcolorbox.doc.technical.tex|0.001
2015|texmf-dist|fonts|tfm/adobe/avantgar|pagk7t.tfm|0.001
2011|texmf-dist|fonts|vf/public/ae|aess10.vf|0.001
2014|texmf-dist|tex|latex/ncctools|manyfoot.sty|0.001
2011|texmf-dist|fonts|type1/public/pl|pltt8.pfb|0.001
2015|texmf-dist|tex|latex/t2|misccorr.sty|0.001
2014|texmf-dist|fonts|type1/bitstrea/charter|bchbi8a.pfb|0.001
2014|texmf-dist|tex|generic/pgf/systemlayer|pgfsys-dvipdfmx.def|0.001
2015|texmf-dist|tex|latex/minitoc|russian-lh.mld|0.001
2014|texmf-dist|fonts|tfm/mathdesign/mdbch|bchro8y.tfm|0.001
2015|texmf-dist|tex|latex/statex|statex.sty|0.001
2012|texmf-dist|fonts|tfm/jknappen/ec|tcsx0900.tfm|0.001
2013|texmf-dist|doc|latex/gatech-thesis/julesverne/basic|jules-verne-chapter3.tex|0.001
2012|texmf-dist|fonts|type1/public/cm-super|sfss1095.pfb|0.001
2012|texmf-dist|fonts|type1/public/mathdesign/mdbch|md-chr7y.pfb|0.001
2013|texmf-dist|fonts|tfm/public/lm|t5-lmri10.tfm|0.001
2012|texmf-dist|tex|latex/fouridx|fouridx.sty|0.001
2014|texmf-dist|tex|latex/minitoc|russian-lhcyrkoi.mlo|0.001
2013|texmf-dist|fonts|type1/vntex/vnr|vnbx8.pfb|0.001
2014|texmf-dist|fonts|vf/adobe/palatino|pplri9d.vf|0.001
2010|texmf-dist|fonts|tfm/adobe/helvetic|phvb8cn.tfm|0.001
2015|texmf-dist|fonts|type1/public/cm-super|sfit1200.pfb|0.001
2017|texmf-dist|tex|latex/thmtools|thm-autoref.sty|0.001
2015|texmf-dist|tex|latex/minitoc|spanish.mld|0.001
2011|texmf-dist|tex|latex/minitoc|russian-lhcyrkoi.mlo|0.001
2011|texmf-dist|fonts|vf/public/fourier|futmii.vf|0.001
2012|texmf-dist|fonts|tfm/public/txfonts|tcxtt.tfm|0.001
2016|texmf-dist|tex|latex/beamer/translator/dicts/translator-environment-dictionary|translator-environment-dictionary-English.dict|0.001
2014|texmf-dist|tex|latex/minitoc|germanb.mld|0.001
2015|texmf-dist|tex|latex/skeyval|skeyval.sty|0.001
2014|texmf-dist|tex|latex/biblatex-chicago|chicago-notes.bbx|0.001
2011|texmf-dist|tex|latex/bpchem|bpchem.sty|0.001
2013|texmf-dist|doc|latex/guide-to-latex/exercises/chap2|exer2-1.tex|0.001
2013|texmf-dist|doc|context/manuals/reference/en/columns|cols-000.tex|0.001
2016|texmf-dist|tex|latex/vntex|dblaccnt.sty|0.001
2011|texmf-dist|tex|latex/minitoc|japanese2.mld|0.001
2010|texmf-dist|tex|latex/bold-extra|bold-extra.sty|0.001
2010|texmf-dist|tex|latex/xcolor|svgnam.def|0.001
2011|texmf-dist|tex|latex/jknapltx|ustmary.fd|0.001
2013|texmf-dist|tex|fontinst/base|finstmsc.sty|0.001
2014|texmf-dist|tex|generic/babel-german|germanb.ldf|0.001
2012|texmf-dist|fonts|type1/public/fourier|fourier-mex.pfb|0.001
2013|texmf-dist|fonts|type1/public/lm|lmsso12.pfb|0.001
2016|texmf-dist|tex|generic/oberdiek|engord.sty|0.001
2012|texmf-dist|fonts|tfm/public/pl|plmi10.tfm|0.001
2011|texmf-dist|tex|latex/minitoc|latinc2.mld|0.001
2014|texmf-dist|tex|latex/minitoc|farsi2.mld|0.001
2015|texmf-dist|tex|latex/bez123|bez123.sty|0.001
2016|texmf-dist|fonts|type1/public/cm-super|sfso1000.pfb|0.001
2013|texmf-dist|fonts|tfm/public/concmath-fonts|xccbm9.tfm|0.001
2014|texmf-dist|fonts|type1/public/stmaryrd|stmary9.pfb|0.001
2015|texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmr7m.tfm|0.001
2012|texmf-dist|fonts|type1/public/fourier|fourier-mlit.pfb|0.001
2016|texmf-dist|fonts|type1/public/mathdesign/mdput|md-utr7t.pfb|0.001
2016|texmf-dist|tex|generic/pgfplots/oldpgfcompatib|pgfplotsoldpgfsupp_pgfcoreexternal.code.tex|0.001
2011|texmf-dist|doc|latex/confproc/example|exclasspre.tex|0.001
2011|texmf-dist|tex|latex/minitoc|polish.mld|0.001
2015|texmf-dist|tex|latex/beamer|beamerbasetemplates.sty|0.001
2012|texmf-dist|doc|latex/alterqcm/latex|doc-aq-problem.tex|0.001
2014|texmf-dist|tex|latex/outline|outline.sty|0.001
2015|texmf-dist|fonts|tfm/public/kpfonts|jkpbn8r.tfm|0.001
2013|texmf-dist|fonts|tfm/jknappen/ec|ecsx0900.tfm|0.001
2012|texmf-dist|fonts|tfm/adobe/palatino|pplbc8t.tfm|0.001
2012|texmf-dist|fonts|type1/urw/palatino|uplbi8a.pfb|0.001
2012|texmf-dist|fonts|enc/dvips/txfontsb|gptimes.enc|0.001
2012|texmf-dist|tex|latex/pdfcprot|pplmnT1.cpa|0.001
2012|texmf-dist|tex|latex/oberdiek|zref-base.sty|0.001
2015|texmf-dist|tex|latex/fmtcount|fc-french.def|0.001
2011|texmf-dist|tex|latex/fixme|fixme.sty|0.001
2015|texmf-dist|tex|latex/minitoc|UKenglish.mld|0.001
2014|texmf-dist|tex|latex/minitoc|german.mld|0.001
2013|texmf-dist|tex|latex/anyfontsize|anyfontsize.sty|0.001
2013|texmf-dist|fonts|tfm/jknappen/ec|ecti1728.tfm|0.001
2015|texmf-dist|fonts|vf/public/libertine|LinLibertineMT-tlf-t1.vf|0.001
2011|texmf-dist|tex|generic/xcomment|xcomment.sty|0.001
2014|texmf-dist|tex|latex/minitoc|polish2.mld|0.001
2016|texmf-dist|tex|latex/qsymbols|qsymbols.sty|0.001
2016|texmf-dist|fonts|tfm/public/ecc|eorm10.tfm|0.001
2013|texmf-dist|doc|context/manuals/reference/en|co-preface.tex|0.001
2012|texmf-dist|tex|latex/clock|clock.tex|0.001
2016|texmf-dist|fonts|tfm/adobe/ly1|ptmr8y.tfm|0.001
2016|texmf-dist|tex|latex/psnfss|mathpple.sty|0.001
2011|texmf-dist|fonts|type1/public/fourier|fourier-bb.pfb|0.001
2015|texmf-dist|source|latex/yathesis/sections|proprietes-document.tex|0.001
2014|texmf-dist|doc|context/manuals/reference/en|co-tables.tex|0.001
2014|texmf-dist|tex|latex/minitoc|malayalam-omega.mld|0.001
2014|texmf-dist|fonts|vf/mathdesign/mdbch|mdbchb7t.vf|0.001
2017|texmf-dist|tex|luatex/luaotfload|luaotfload-log.lua|0.001
2014|texmf-dist|tex|generic/pgf/libraries/shapes/circuits|pgflibraryshapes.gates.logic.code.tex|0.001
2011|texmf-dist|doc|fonts/lh/fonttest|lh-texy.tex|0.001
2014|texmf-dist|fonts|tfm/adobe/palatino|pplri9t.tfm|0.001
2011|texmf-dist|fonts|tfm/public/fourier|futr8r.tfm|0.001
2011|texmf-dist|tex|latex/bangtex|bangfont.tex|0.001
2014|texmf-dist|fonts|tfm/public/kpfonts|jkpmn7t.tfm|0.001
2014|texmf-dist|fonts|tfm/mathdesign/mdbch|md-chrma.tfm|0.001
2011|texmf-dist|tex|latex/minitoc|arab2.mld|0.001
2014|texmf-dist|fonts|tfm/jknappen/ec|ectc1000.tfm|0.001
2014|texmf-dist|tex|latex/dingbat|dingbat.sty|0.001
2013|texmf-dist|tex|latex/nopageno|nopageno.sty|0.001
2016|texmf-dist|fonts|type1/public/cm-super|sfrb0900.pfb|0.001
2012|texmf-dist|tex|latex/fp|fp-upn.sty|0.001
2015|texmf-dist|tex|latex/minitoc|hangul-u8.mlo|0.001
2015|texmf-dist|tex|latex/stix|ls2stix.fd|0.001
2016|texmf-dist|tex|latex/circuitikz|circuitikz.code.tex|0.001
2014|texmf-dist|tex|latex/minitoc|hanja1.mld|0.001
2012|texmf-dist|fonts|vf/adobe/ncntrsbk|pncri7t.vf|0.001
2012|texmf-dist|tex|generic/pst-sigsys|pst-sigsys.tex|0.001
2015|texmf-dist|tex|generic/pdftex|glyphtounicode.tex|0.001
2010|texmf-dist|fonts|tfm/public/doublestroke|dsss10.tfm|0.001
2015|texmf-dist|tex|latex/newunicodechar|newunicodechar.sty|0.001
